artists,genres
Piso 21,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Pistol Annies,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
Pitapuram Nageshwara Rao,[]
Pitbull,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']"
Pitbull Daycare,['industrial metal']
Pitchshifter,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']"
Pithapuram Nageswara Rao,[]
Pitsa Papadopoulou,"['classic greek pop', 'laiko', 'rebetiko']"
Pittapuram,[]
Pittsburgh Symphony Orchestra,"['american orchestra', 'orchestra']"
Pivi et ses Balladins,['west african jazz']
PixelMix,[]
Pixies,"['alternative rock', 'art rock', 'boston rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
Pixinguinha,"['bossa nova', 'brazilian jazz', 'choro', 'mpb', 'samba', 'velha guarda']"
Piz,"['acoustic rock', 'lo-fi indie']"
Pizz@dox,[]
PJ Harvey,"['alternative rock', 'art pop', 'art rock', 'chamber psych', 'indie rock', 'lilith', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']"
PJ Masks,"[""children's music""]"
PK,"['funk carioca', 'trap funk']"
PK Farstad,[]
PKCZ(R),['j-pop boy group']
Placebo,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
Plácido Domingo,"['classical tenor', 'opera', 'operatic pop']"
Plaid,"['abstract', 'ambient', 'deep idm', 'drill and bass', 'electronica', 'intelligent dance music', 'microhouse', 'ninja']"
Plain White T's,"['neo mellow', 'pop', 'pop punk', 'pop rock']"
Plan B,"['latin', 'reggaeton', 'trap latino', 'tropical']"
Planet Asia,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'turntablism', 'underground hip hop', 'underground rap']"
Planet in Limbo,[]
Planet Music,[]
Planet P Project,[]
Planet Patrol,"['electro', 'freestyle']"
Planet Perfecto Knights,['deep uplifting trance']
Planet Soul,['hip house']
Plankton,[]
Planxty,"['british folk', 'celtic', 'irish folk', 'uilleann pipes']"
plasterbrain,[]
Plastic Bertrand,['classic belgian pop']
Plastilina Mosh,"['electro latino', 'latin afrobeat', 'latin alternative', 'latin rock', 'mexican indie', 'mexican rock', 'rock en espanol']"
Platinum Blonde,['classic canadian rock']
Platinum Deluxe,[]
Platinum Doug,[]
Platoon 1107,[]
Platoon Soundtrack,[]
Plavi Orkestar,"['croatian pop', 'croatian rock', 'yugoslav rock']"
Play,"['atl hip hop', 'rap', 'trap']"
Play School,"[""australian children's music"", ""children's music"", ""preschool children's music""]"
Playa,"['dark trap', 'phonk']"
Playa Hamm,[]
Playahitty,"['eurodance', 'europop', 'hip house']"
Playaz Circle,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']"
Playboi Carti,"['atl hip hop', 'rap', 'trap']"
Player,[]
Playero,"['latin hip hop', 'reggaeton']"
Players_Select,[]
Playme,"['greek house', 'greek pop']"
PlayRadioPlay!,['neon pop punk']
Pleasure,"['dance pop', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
Pleasure P,"['dance pop', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
Plies,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Plinio Clabassi,"['classical bass', 'italian bass']"
Ploy Porntip,[]
Plumb,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Plums,['indie garage rock']
Plumtree,"['canadian indie', 'halifax indie']"
Plustwo,[]
PLVTINUM,"['electropop', 'pop', 'post-teen pop']"
PMW Studio Musicians,[]
PnB Rock,"['melodic rap', 'pop rap', 'rap', 'trap']"
Pochy Y Su Cocoband,"['merengue', 'tropical']"
Pockets ,"['modern funk', 'retro soul']"
Poco,"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock']"
podgiegaloop,[]
Poe,['indonesian pop']
Poi,"['album rock', 'glam metal', 'hard rock', 'rock']"
Poi Dog Pondering,['hawaiian indie']
Point Blank,"['dirty texas rap', 'southern rock']"
Point Of Grace,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Poison,"['album rock', 'glam metal', 'hard rock', 'rock']"
Poison Clan,"['miami bass', 'miami hip hop']"
Poison Pen,"['conscious hip hop', 'underground rap']"
Poison The Well,"['melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']"
Pokémon,"['cartoon', 'pokemon']"
Polaire,[]
Polaris,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']"
Pole Folder,['focus trance']
Polikseni Litoy,[]
Polina,[]
Polish National Radio Symphony Orchestra,"['orchestra', 'radio symphony']"
Polixeni LItou,[]
Polly Bergen,[]
PollyAnna,[]
Polo G,['chicago rap']
Polo Montañez,['son cubano']
Polo Urias Y Su Maquina Norteña,"['deep norteno', 'norteno', 'norteno-sax']"
Polow Da Don,[]
Polvo,"['alternative pop', 'alternative rock', 'dance-punk', 'experimental', 'experimental rock', 'garage psych', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'math rock', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'post-rock', 'slowcore']"
Polyna Stoska,[]
POLYPHON WITH BELLS,[]
Pomplamoose,['folk-pop']
Poncho Sanchez,"['latin jazz', 'salsa']"
Pontsho Loco,[]
Pontus Rasmusson,[]
Pony Lu,[]
Pony Poindexter,['jazz saxophone']
Pooh,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
Pooh Shiesty,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
POOLCLVB,['australian house']
Poolside,"['alternative dance', 'indie soul', 'new rave', 'nu disco']"
Poor Man's Whiskey,['bay area indie']
Poor Righteous Teachers,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'turntablism']"
Pop Concerto Orchestra,['classic french pop']
Pop Evil,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']"
Pop Muzak,[]
Pop Smoke,['brooklyn drill']
Pop Staples,[]
Pop Strings Orchestra,"['easy listening', 'romantico']"
Pop Will Eat Itself,"['big beat', 'c86', 'industrial', 'industrial metal', 'industrial rock']"
Popatlal,[]
Popcaan,"['dancehall', 'reggae fusion']"
PopForZombie,[]
Popnoname,"['cologne electronic', 'pop ambient']"
Popof,[]
Popol Vuh,"['art rock', 'experimental', 'fourth world', 'krautrock', 'space rock']"
Popp Hunna,[]
Poppa LQ,[]
Poppy,"['dance pop', 'electropop', 'escape room', 'modern rock', 'pop']"
Pops Vaneffen,[]
Popsie,[]
Porcupine Tree,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']"
Porno for Pyros,"['alternative rock', 'funk metal', 'rock']"
PornoGraffitti,"['j-pop', 'j-poprock', 'j-rock']"
Porter,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house']"
Porter Grainger,[]
Porter Robinson,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house']"
Porter W. Heaps,[]
Porter Wagoner,"['country gospel', 'nashville sound']"
Portia Nelson,[]
Portishead,"['chamber psych', 'electronica', 'laboratorio', 'trip hop']"
Portofino-Sunrise,[]
Portrait,['background jazz']
Portugal. The Man,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']"
Portugallien,[]
Positive Feeling,[]
Positive K,"['bronx hip hop', 'east coast hip hop']"
Positive Ray,[]
Positive Thinking Lama,[]
Positive Thoughts Specialists,[]
Positude,['geek rock']
Possessed,"['alternative country', 'deathgrass', 'deep new americana', 'garage punk blues', 'new americana', 'one-person band', 'stomp and holler']"
Post Malone,"['dfw rap', 'melodic rap', 'rap']"
Postino,['italian indie pop']
Potato,"['indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'vancouver indie']"
potsu,"['japanese chillhop', 'lo-fi beats']"
Pouya,"['dark trap', 'emo rap', 'miami hip hop', 'underground hip hop']"
Povel Ramel,"['classic swedish pop', 'folkmusik', 'komedi', 'swedish jazz', 'vintage swedish pop', 'visor']"
Povel Ramel och Alice Babs,[]
Power Music Workout,[]
Powerman 5000,"['alternative metal', 'funk metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']"
PowerThoughts Meditation Club,['432hz']
Powerwolf,"['german metal', 'german power metal', 'metal', 'power metal']"
Powfu,['sad rap']
Poza Eskenazi,[]
Pozo Seco Singers,['american folk revival']
ppcocaine,['viral rap']
Pr,"['adult standards', 'rock-and-roll', 'rockabilly']"
Prabhakar Karekar,['marathi traditional']
Prad Kc,[]
Prada 6ix,[]
Pradeep Kumar,"['deep indian pop', 'filmi', 'tamil pop']"
Pradeep Sangla,[]
Prades Festival Orchestra,[]
Prafulla Chowdhury,[]
Prague Chamber Orchestra,['chamber orchestra']
Prague National Theatre Chorus,['opera chorus']
Prague National Theatre Orchestra,[]
Prague Philharmonic Chorus,[]
Prairie Dawn,"['cartoon', ""children's music"", 'sesame street']"
Praise Strings,['christian relaxative']
Prakash,"['deep indian pop', 'desi hip hop', 'filmi', 'tamil pop']"
Prakash Jal,[]
Prakash Nath Sharma,[]
Pramodh Sankalpa,[]
Pramodini,[]
Pramodini Desai,[]
Pramote Vilepana,"['classic thai pop', 'thai pop']"
Pran,['atmosphere']
Prana Tones,[]
Prankster,['cowpunk']
Pranlal Vyas,[]
Pransukh Naik,[]
Pras,['new jersey rap']
Prasun Dasgupta,[]
Pratap,[]
Pratap Mukherjee,[]
Pratibha Ghosh,[]
Pratima,[]
Pratima Banerjee,['bengali folk']
Pratima Dasgupta,[]
Pratt & McClain,[]
Praveen Bharta,[]
Praw Kanitkul,['thai pop']
Praying Mantis,['nwobhm']
Pražské žesťové kvinteto,[]
Predator,[]
Preditah,"['bass house', 'bassline', 'birmingham grime', 'grime', 'instrumental grime']"
Preedy,['soca']
Preen,[]
Preeti Kumar,[]
Prefab Sprout,"['art rock', 'classic uk pop', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop']"
Prem,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz boom bap', 'turntablism']"
Prem Adib,[]
Prem Kumar,[]
Preme,"['canadian hip hop', 'toronto rap', 'trap', 'trap soul']"
Premiata Forneria Marconi,"['art rock', 'italian progressive rock', 'jazz fusion', 'progressive rock', 'symphonic rock']"
Premlata,[]
Premlata Naik,[]
Premlata Nayak,[]
Premnath,[]
Preshy Marker,[]
President Franklin Delano Roosevelt,[]
Presizzo,"['tejano', 'tex-mex']"
Preslava,"['bulgarian pop', 'chalga', 'macedonian folk']"
Presnyakov V.P.,"['classic russian pop', 'russian dance pop', 'russian pop']"
Pressha,[]
Presslaboys,[]
Pressure,"['alternative emo', 'anthem emo', 'pop punk']"
Pretenders,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
Pretty Criminals,[]
Pretty Lights,"['edm', 'glitch hop', 'jam band', 'jazztronica', 'livetronica']"
Pretty Maids,"['album rock', 'danish metal', 'danish rock', 'glam metal', 'hard rock', 'melodic hard rock', 'metal', 'power metal']"
Pretty Pink,['german house']
Pretty Poison,['freestyle']
Pretty Ricky,"['dance pop', 'hip hop', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
PRETTYMUCH,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'social media pop']"
Priceless Da Roc,[]
PricelessGnome,[]
Pride of Mississippi Marching Band,['college marching band']
Priestess,"['canadian metal', 'canadian rock', 'retro metal']"
Prima J,[]
Primal Scream,"['alternative rock', 'big beat', 'britpop', 'dance rock', 'new wave', 'rock', 'scottish indie']"
Primary,"['k-indie', 'k-rap', 'korean city pop', 'korean pop']"
Prime Suspects,[]
Primer 55,"['alternative metal', 'industrial metal', 'nu metal', 'rap rock']"
Primitive Radio Gods,['pop rock']
Primitivo Y Su Combo,[]
Primus,"['alternative metal', 'alternative rock', 'art rock', 'comic', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap rock', 'rock']"
Prince,"['bachata', 'latin', 'latin pop', 'trap latino', 'tropical']"
Prince Albert Hunt's Texas Ramblers,"['string band', 'vintage country folk', 'western swing']"
Prince Buster,"['dub', 'reggae', 'rock steady', 'ska', 'ska revival']"
Prince Charles And The City Beat Band,['synth funk']
Prince Dre,"['chicago drill', 'chicago rap', 'drill']"
Prince Far I,"['dub', 'dub poetry', 'experimental dub', 'old school dancehall', 'reggae', 'roots reggae']"
Prince Jazzbo,"['dub', 'old school dancehall', 'reggae', 'roots reggae']"
Prince Rakeem,[]
Prince Royce,"['bachata', 'latin', 'latin pop', 'trap latino', 'tropical']"
Princess,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance']"
Princess Beat,[]
Princess Chelsea,"['auckland indie', 'baroque pop', 'nz pop']"
Princess Nokia,"['escape room', 'lgbtq+ hip hop', 'trap queen']"
Prins Thomas,"['balearic', 'float house', 'microhouse', 'norwegian space disco', 'nu disco']"
Priscila y Sus Balas De Plata,['grupera']
Priscilla,['contemporary country']
Priscilla Ahn,"['acoustic pop', 'ectofolk']"
Priscilla Block,['contemporary country']
Priscilla Chan,"['c-pop', 'cantopop', 'classic cantopop']"
Priscilla Gillette,[]
Priscilla Sani,[]
Prisma,[]
Priti Coles,[]
Priya,['zurich indie']
Prljavo Kazaliste,"['croatian pop', 'croatian rock', 'yugoslav rock']"
Pro Arte Quartet,['string quartet']
Pro-Pain,"['alternative metal', 'groove metal', 'hardcore', 'old school thrash', 'rap rock']"
Problem,"['cali rap', 'gangster rap', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast trap']"
Probspot,[]
Proclama,[]
Procol Harum,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']"
Prodigy,"['big beat', 'breakbeat', 'hardcore techno', 'rave']"
Proditjie,[]
Prodromos Tsaousakis,['rebetiko']
Prodyut Narayan,[]
Prof. Ramanand,[]
Professor Longhair,"['blues', 'boogie-woogie', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'traditional blues']"
Proj3kt Dharma,[]
Project Pat,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Project Subtek,[]
Projektname Unbekannt,[]
Proleter,"['electro swing', 'nu jazz']"
Prometey,[]
Promise Land,"['big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'sky room']"
Prong,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'metal', 'nu metal', 'old school thrash', 'rap rock', 'thrash metal']"
Propaganda,"['christian hip hop', 'christian trap']"
Propagandhi,"['canadian indie', 'canadian punk', 'melodic hardcore', 'orgcore', 'punk', 'ska punk', 'skate punk']"
Propellerheads,"['big beat', 'breakbeat', 'electronica', 'funky breaks', 'trip hop']"
Proper.,['gospel']
Prøphêt,"['anthem worship', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'christian pop', 'worship']"
Prophet Posse,"['dirty south rap', 'memphis hip hop']"
Propulsive,[]
Prospect,[]
Protoculture,"['progressive house', 'progressive trance', 'psychedelic trance', 'trance', 'uplifting trance']"
ProTracks (Karaoke),['karaoke']
Provas Chandra Dey,[]
ProVocalz,[]
Proyal,['progressive uplifting trance']
Proyecto Uno,"['latin', 'latin house', 'tropical']"
prxz,['sad rap']
Psalm Trees,"['chillhop', 'focus beats', 'lo-fi beats']"
Psalty,['vbs']
Pseudo Echo,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Psilomz22,[]
PSK-13,['dirty texas rap']
PSY,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']"
Psychic TV,"['acid house', 'ambient industrial', 'art rock', 'british experimental', 'british industrial', 'dance rock', 'dream pop', 'experimental', 'experimental rock', 'industrial', 'industrial rock', 'neue deutsche welle', 'post-punk', 'uk post-punk']"
Psycho,['video game music']
Psycho's,['video game music']
Psychostick,"['alternative metal', 'comic', 'comic metal', 'funk rock', 'nu metal']"
Psycoprata,[]
Pt. Amarnath,[]
Pt. Gobindram,[]
Pt.Badri Prasad,[]
Pt.Nagarkar,['marathi traditional']
PUBLIC,['indie rockism']
Public Announcement,"['new jack swing', 'r&b', 'urban contemporary']"
Public Domain,[]
Public Enemy,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop', 'rap']"
Public Image Ltd.,"['alternative rock', 'art rock', 'dance rock', 'experimental', 'industrial', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']"
Puchi Colon,['salsa cristiana']
Pud Brown,[]
Puddle Of Mudd,"['alternative metal', 'alternative rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
Puerto Rican Power,"['latin', 'latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']"
Pugh Rogefeldt,"['classic swedish pop', 'svensk progg']"
Pulp,"['bubblegrunge', 'chicago indie', 'indie garage rock', 'indie pop', 'indie rock']"
Pulse Fiction,[]
Pulse Ultra,['nu metal']
Pulser,"['trance', 'uplifting trance']"
Pulzemaster,[]
Pumpkinhead,['underground rap']
Punch,"['alternative metal', 'groove metal', 'nu metal']"
PUNCH PUNCH,"['alternative metal', 'groove metal', 'nu metal']"
Punchline,"['neon pop punk', 'pittsburgh rock', 'pop punk']"
Punkin Machine,[]
Punnamoyee Dasi,[]
PUP,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']"
Pup Potato,[]
Puppy Style,[]
Purba Dam,"['bangla', 'rabindra sangeet']"
Pure Damage,[]
Pure Prairie League,"['classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
PureNRG,[]
Puri,"['art pop', 'canadian electropop', 'chillwave', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']"
Purity Ring,"['art pop', 'canadian electropop', 'chillwave', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']"
Purnakumari Dasi,[]
Purnima Chatterjee,[]
Purple Haze,[]
Purple Lions,[]
Purple Rhapsody,[]
Purple Star,[]
Purshottam,['bhajan']
Pursuit Of Happiness,"['canadian indie', 'canadian rock']"
Purushottam Upadhyay,[]
Puscifer,"['alternative metal', 'alternative rock', 'industrial metal', 'industrial rock', 'nu metal']"
Push,"['alternative hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
Pusha T,"['alternative hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
Pushkarev,['russian edm']
Pushpa,[]
Pushpa Chopra,[]
Pushpa Hans,[]
Pushpavalli,[]
Pussycat,"['dance pop', 'girl group', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'urban contemporary']"
Putul Chatterjee,[]
Puzzle,['indie garage rock']
PXNDX,"['emo mexicano', 'mexican pop punk', 'mexican rock', 'punk rock mexicano']"
pxzvc,['future bass']
Pyari,[]
Pylon,"['alternative pop', 'alternative rock', 'athens indie', 'dance rock', 'dance-punk', 'funk rock', 'gbvfi', 'no wave', 'post-punk']"
Pyotr Ilyich Tchaikovsky,"['classical', 'late romantic era', 'russian romanticism']"
Q,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Q Lazzarus,['new romantic']
Q-Feel,['hi-nrg']
Q-Tip,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'queens hip hop']"
Qadir Faridi,[]
Qatar Concert Choir,[]
Qbical,[]
QBIG,['deep dnb']
Qnc,[]
Qrion,['japanese house']
Quad City DJ's,['miami bass']
"Quad City DJ's, The 69 Boyz and K-Nock",[]
Quadeca,"['meme rap', 'pop rap', 'social media pop']"
Quality Control,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
Quando Rondo,"['melodic rap', 'pop r&b', 'trap']"
Quantic,"['downtempo', 'electronica', 'funk', 'indie jazz', 'latin alternative', 'nu jazz', 'nu-cumbia', 'trip hop', 'world']"
Quantize,[]
Quantum Feeling,[]
Quantum Level,[]
Quarter Past One,[]
Quarterflash,"['album rock', 'new wave pop', 'soft rock']"
Quarterhead,[]
Quartet Hermès,[]
Quartet Melos,"['classical performance', 'streichquartett', 'string quartet']"
Quarteto Almagro,[]
Quarteto Em Cy,"['bossa nova', 'mpb']"
Quarteto Jobim-Morelenbaum,"['bossa nova', 'samba-jazz']"
Quartetto Cetra,['swing italiano']
Quartetto Italiano,"['classical performance', ""quartetto d'archi"", 'string quartet']"
Quartetto Stars con Orchestra Pippo Barzizza,[]
Quasimoto,"['alternative hip hop', 'hip hop', 'psychedelic hip hop']"
Quatro Ases e Um Curinga,[]
Quatuor Caliente,[]
Quatuor Ysaÿe,"['quatuor a cordes', 'string quartet']"
Quavo,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
QUE.,"['dance pop', 'pop', 'pop r&b', 'r&b', 'urban contemporary']"
Queen,"['classic rock', 'glam rock', 'rock']"
Queen Latifah,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'hip pop', 'new jersey rap']"
Queen Lighting Cobras,[]
Queen Naija,"['dance pop', 'pop', 'pop r&b', 'r&b', 'urban contemporary']"
Queen Pen,"['hip pop', 'lgbtq+ hip hop']"
Queendome Come,[]
Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
Queensland Symphony Orchestra,['orchestra']
Queensrÿche,"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']"
Quentin Jackson,[]
Questia,['dutch trance']
Quick,"['chillhop', 'future bass', 'lo-fi beats', 'portland hip hop', 'vapor twitch']"
Quickbandz,[]
"quickly, quickly","['chillhop', 'future bass', 'lo-fi beats', 'portland hip hop', 'vapor twitch']"
Quicksand,"['alternative metal', 'emo', 'emo punk', 'grunge', 'hardcore', 'nyhc', 'post-hardcore', 'straight edge']"
Quicksilver Messenger Service,"['acid rock', 'blues rock', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'freakbeat', 'psychedelic rock', 'symphonic rock']"
Quiet Riot,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Quiet World,[]
Quietdrive,"['neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock']"
Quincy Jones,"['adult standards', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']"
Quincy Jones and his Swedish-American All Stars,[]
Quindon Tarver,[]
Quinever 퀸에버,[]
Quinn XCII,"['electropop', 'indie pop rap', 'pop', 'pop rap']"
Quintette du Hot Club de France,['gypsy jazz']
Quintrix,[]
Quirino Mendoza y Cortes,[]
Quiver,[]
R Nageswara Rao,[]
R-TEC,[]
R!GO,"['hollywood', 'show tunes']"
R. A. Dvorský,[]
R. Carlos Nakai,"['meditation', 'native american', 'native american flute', 'navajo']"
R. City,"['reggae fusion', 'virgin islands reggae']"
R. D. Burman,"['chutney', 'classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']"
R. Kelly,[]
R. Nagendra Rao,[]
R. P. Sharma,[]
R. S. Kumar,[]
R. Sharma,"['classic bollywood', 'filmi', 'modern bollywood', 'sufi']"
R. Stevie Moore,"['experimental', 'experimental pop', 'gbvfi', 'lo-fi', 'outsider', 'tennessee experimental']"
R.B.,[]
R.B. Greaves,[]
R.E.M.,"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']"
R.E.S,[]
R.H. Harris & His Gospel Paraders,['gospel singers']
R.K.M & Ken-Y,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']"
R.L.,"['acoustic blues', 'blues', 'blues rock', 'country blues', 'delta blues', 'electric blues', 'modern blues', 'punk blues', 'traditional blues']"
R.L. Burnside,"['acoustic blues', 'blues', 'blues rock', 'country blues', 'delta blues', 'electric blues', 'modern blues', 'punk blues', 'traditional blues']"
R.L. Hugger,[]
R.N. Paradkar,[]
R.oK,[]
R.U.I.,[]
R.Williams,[]
R2S,[]
R3HAB,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']"
Ra,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Ra Ra Riot,"['baroque pop', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock', 'piano rock', 'shimmer pop', 'stomp and holler']"
Raavu Balasaraswathi,[]
Rabbit Junk,"['dark clubbing', 'digital hardcore', 'future rock', 'industrial metal', 'industrial rock']"
Rabbit Run,[]
Rabindranath Tagore,"['bangla', 'rabindra sangeet']"
Rabito,"['latin christian', 'latin worship', 'musica cristiana guatemalteca']"
RAC,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Raça Negra,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']"
Racer X,"['hard rock', 'metal', 'neo classical metal']"
Rachel Alejandro,"['classic opm', 'opm']"
Rachel Beckett,[]
Rachel Elkind,[]
Rachel House,['show tunes']
Rachel Laing,[]
Rachel Masters,['classical harp']
Rachel McDowall,['movie tunes']
Rachel Platten,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Rachel Portman,"['british soundtrack', 'classic soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']"
Rachel Sweet,[]
Rachel Yakar,[]
Rachelle Ferrell,"['neo soul', 'quiet storm', 'urban contemporary', 'vocal jazz']"
Rachid Taha,"['afropop', 'belly dance', 'classic arab pop', 'world']"
Racoon,"['chamber folk', 'pop folk']"
RacyRock,[]
RÄD,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Radha,"[""children's music""]"
Radha Govind,[]
Radha Ravi,[]
Radha Viswanathan,"['carnatic vocal', 'indian classical']"
Radharani,[]
Radhika,[]
Radhika Prasad Goswami,[]
Radical Face,"['indie folk', 'indie pop', 'jacksonville indie', 'stomp and holler']"
Radical For Christ,['praise']
Radikal,"['peruvian hip hop', 'rap cristiano', 'reggae peruano']"
Radio B,"['acoustic pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and flutter', 'stomp and holler']"
Radio Freedom,[]
Radio Futura,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']"
Radio Havanna,"['german punk', 'german punk rock', 'german rock']"
Radio Stars,"['glam rock', 'pub rock']"
Radio Suisse Romande Chorus,[]
Radiochor Leipzig,[]
Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Radion6,"['progressive trance', 'progressive uplifting trance', 'uplifting trance']"
Radney Foster,['texas country']
Radu Lupu,"['classical performance', 'classical piano', 'romanian classical piano']"
RADWIMPS,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'visual kei']"
Rae Allen,[]
